round,fraction,dice_score,method
1,0.12,0.6629602015018463,entropy
2,0.13,0.6926046311855316,entropy
3,0.14,0.7194052636623383,entropy
4,0.15,0.7643755525350571,entropy
5,0.16,0.7453999519348145,entropy
6,0.17,0.8035305440425873,entropy
7,0.18,0.7987974286079407,entropy
8,0.19,0.8112699538469315,entropy
9,0.2,0.8218683898448944,entropy
10,0.21,0.8591587543487549,entropy
11,0.22,0.8292213082313538,entropy
12,0.23,0.840703934431076,entropy
13,0.24,0.86031673848629,entropy
14,0.25,0.8674712926149368,entropy
15,0.26,0.8656712621450424,entropy
16,0.27,0.8734098076820374,entropy
17,0.28,0.8778739273548126,entropy
18,0.29,0.8700988441705704,entropy
19,0.3,0.893924742937088,entropy
20,0.31,0.8855461031198502,entropy
21,0.32,0.8947788178920746,entropy
22,0.33,0.8950480371713638,entropy
23,0.34,0.9004412591457367,entropy
24,0.35,0.8861071765422821,entropy
25,0.36,0.8999259024858475,entropy
26,0.37,0.8891420960426331,entropy
27,0.38,0.890640377998352,entropy
28,0.39,0.902896985411644,entropy
29,0.4,0.9000939279794693,entropy
30,0.41,0.892069011926651,entropy
31,0.42,0.8990493714809418,entropy
32,0.43,0.8877699226140976,entropy
33,0.44,0.9012997448444366,entropy
34,0.45,0.9026343524456024,entropy
35,0.46,0.9034152626991272,entropy
36,0.47,0.9089251905679703,entropy
37,0.48,0.9074994623661041,entropy
38,0.49,0.8989004790782928,entropy
39,0.5,0.902908518910408,entropy
40,0.51,0.9045789837837219,entropy
41,0.52,0.9055292755365372,entropy
42,0.53,0.9068260490894318,entropy
43,0.54,0.911557987332344,entropy
44,0.55,0.9033745229244232,entropy
45,0.56,0.9123401790857315,entropy
46,0.57,0.9149975627660751,entropy
47,0.58,0.9054311364889145,entropy
48,0.59,0.9130759686231613,entropy
49,0.6,0.9178844541311264,entropy
50,0.61,0.9150250107049942,entropy
51,0.62,0.9109411984682083,entropy
52,0.63,0.9166665226221085,entropy
53,0.64,0.9120215475559235,entropy
54,0.65,0.9114039987325668,entropy
55,0.66,0.9146618843078613,entropy
56,0.67,0.9165595769882202,entropy
57,0.68,0.9168582558631897,entropy
58,0.69,0.9216572493314743,entropy
59,0.7,0.9177074134349823,entropy
60,0.71,0.9182969778776169,entropy
61,0.72,0.9161464869976044,entropy
62,0.73,0.9138824343681335,entropy
63,0.74,0.9182790666818619,entropy
64,0.75,0.9172812104225159,entropy
65,0.76,0.9171408712863922,entropy
66,0.77,0.9148011207580566,entropy
67,0.78,0.9149197041988373,entropy
68,0.79,0.9177193939685822,entropy
69,0.8,0.9189662039279938,entropy
70,0.81,0.9190491735935211,entropy
71,0.82,0.91610948741436,entropy
72,0.83,0.9209734946489334,entropy
73,0.84,0.9164479672908783,entropy
74,0.85,0.9185287952423096,entropy
75,0.86,0.9149650931358337,entropy
76,0.87,0.9206927716732025,entropy
77,0.88,0.9177847057580948,entropy
78,0.89,0.9167092740535736,entropy
79,0.9,0.9167148172855377,entropy
80,0.91,0.9217785000801086,entropy
81,0.92,0.9198851883411407,entropy
82,0.93,0.915568470954895,entropy
83,0.94,0.9202964901924133,entropy
84,0.95,0.921720415353775,entropy
85,0.96,0.9228217452764511,entropy
86,0.97,0.9204006791114807,entropy
87,0.98,0.9172192066907883,entropy
88,0.99,0.916882336139679,entropy
89,1.0,0.920741081237793,entropy
